sequenceIndex,key,timestamp
14,6,1731769684691.0
14,2,1731769684972.0
14,Enter,1731769685211.0
15,9,1731769686339.0
15,4,1731769686595.0
15,9,1731769687043.0
15,2,1731769687739.0
15,6,1731769687971.0
15,Enter,1731769688235.0
16,7,1731769689387.0
16,6,1731769689683.0
16,4,1731769689964.0
16,0,1731769690572.0
16,9,1731769690875.0
16,Enter,1731769691155.0
17,8,1731769692427.0
17,9,1731769692635.0
17,7,1731769692875.0
17,2,1731769693475.0
17,8,1731769693771.0
17,Enter,1731769694020.0
18,4,1731769695131.0
18,5,1731769695355.0
18,8,1731769695611.0
18,1,1731769696147.0
18,3,1731769696379.0
18,Enter,1731769696587.0
19,8,1731769697891.0
19,9,1731769698195.0
19,1,1731769698539.0
19,3,1731769699379.0
19,9,1731769699651.0
19,Enter,1731769699939.0
20,4,1731769701067.0
20,5,1731769701283.0
20,1,1731769701571.0
20,5,1731769702163.0
20,3,1731769702427.0
20,Enter,1731769702723.0
21,7,1731769704138.0
21,9,1731769704355.0
21,3,1731769704747.0
21,8,1731769705667.0
21,9,1731769705859.0
21,Enter,1731769706194.0
22,1,1731769707242.0
22,5,1731769707546.0
22,9,1731769707834.0
22,5,1731769708482.0
22,0,1731769708802.0
22,Enter,1731769708978.0
23,4,1731769710107.0
23,9,1731769710315.0
23,1,1731769710642.0
23,6,1731769711282.0
23,1,1731769711498.0
23,Enter,1731769711666.0
24,6,1731769712794.0
24,0,1731769713090.0
24,5,1731769713386.0
24,0,1731769714010.0
24,9,1731769714330.0
24,Enter,1731769714594.0
25,0,1731769715594.0
25,6,1731769715842.0
25,2,1731769716082.0
25,6,1731769716778.0
25,2,1731769717066.0
25,Enter,1731769717306.0
26,9,1731769718434.0
26,8,1731769718715.0
26,6,1731769719026.0
26,7,1731769719706.0
26,6,1731769720226.0
26,Enter,1731769720466.0
27,3,1731769721402.0
27,4,1731769721746.0
27,7,1731769722066.0
27,2,1731769722722.0
27,4,1731769722962.0
27,Enter,1731769723170.0
28,5,1731769724186.0
28,0,1731769724458.0
28,5,1731769724698.0
28,0,1731769725146.0
28,2,1731769725362.0
28,Enter,1731769725634.0
29,6,1731769726986.0
29,7,1731769727330.0
29,8,1731769727570.0
29,4,1731769728194.0
29,7,1731769728411.0
29,Enter,1731769728754.0
30,4,1731769729802.0
30,3,1731769730050.0
30,7,1731769730402.0
30,9,1731769731138.0
30,3,1731769731426.0
30,Enter,1731769731674.0
31,4,1731769732770.0
31,8,1731769733002.0
31,0,1731769733610.0
31,1,1731769733890.0
31,3,1731769734298.0
31,Enter,1731769734546.0
32,2,1731769735466.0
32,1,1731769735682.0
32,3,1731769735938.0
32,1,1731769736354.0
32,3,1731769736610.0
32,Enter,1731769736898.0
33,2,1731769737954.0
33,8,1731769738282.0
33,1,1731769738618.0
33,0,1731769738970.0
33,1,1731769739218.0
33,Enter,1731769739474.0
34,8,1731769740730.0
34,2,1731769741009.0
34,8,1731769741281.0
34,5,1731769742137.0
34,7,1731769742361.0
34,Enter,1731769742609.0
35,6,1731769743777.0
35,7,1731769744089.0
35,2,1731769744378.0
35,4,1731769745025.0
35,2,1731769745305.0
35,Enter,1731769745522.0
36,0,1731769746450.0
36,1,1731769746721.0
36,2,1731769746985.0
36,6,1731769747561.0
36,5,1731769747777.0
36,Enter,1731769748033.0
37,4,1731769749001.0
37,0,1731769749249.0
37,4,1731769749553.0
37,9,1731769750057.0
37,3,1731769750306.0
37,Enter,1731769750529.0
38,9,1731769751721.0
38,3,1731769752049.0
38,6,1731769752330.0
38,5,1731769753017.0
38,8,1731769753305.0
38,Enter,1731769753601.0
39,9,1731769754737.0
39,8,1731769754977.0
39,7,1731769755257.0
39,8,1731769755769.0
39,7,1731769756001.0
39,Enter,1731769756297.0
40,8,1731769757561.0
40,0,1731769757897.0
40,3,1731769758161.0
40,2,1731769758601.0
40,0,1731769758849.0
40,Enter,1731769759065.0
41,3,1731769760153.0
41,5,1731769760457.0
41,9,1731769760673.0
41,1,1731769761209.0
41,5,1731769761409.0
41,Enter,1731769761657.0
42,6,1731769762849.0
42,7,1731769763137.0
42,2,1731769763521.0
42,4,1731769764169.0
42,3,1731769764441.0
42,Enter,1731769764641.0
43,1,1731769765689.0
43,9,1731769765889.0
43,1,1731769766129.0
43,5,1731769767033.0
43,8,1731769767401.0
43,Enter,1731769767657.0
44,3,1731769768585.0
44,2,1731769768808.0
44,8,1731769769081.0
44,2,1731769769625.0
44,4,1731769769905.0
44,Enter,1731769770120.0
45,1,1731769771041.0
45,2,1731769771264.0
45,9,1731769771553.0
45,7,1731769772224.0
45,4,1731769772464.0
45,Enter,1731769772721.0
46,3,1731769773712.0
46,4,1731769773976.0
46,1,1731769774265.0
46,4,1731769774848.0
46,7,1731769775064.0
46,Enter,1731769775344.0
47,4,1731769776560.0
47,6,1731769776776.0
47,3,1731769777032.0
47,7,1731769777776.0
47,3,1731769778208.0
47,Enter,1731769778432.0
48,5,1731769779624.0
48,1,1731769779864.0
48,4,1731769780136.0
48,6,1731769780728.0
48,0,1731769781016.0
48,Enter,1731769781232.0
49,1,1731769782168.0
49,5,1731769782416.0
49,9,1731769782688.0
49,7,1731769783272.0
49,8,1731769783568.0
49,Enter,1731769783888.0
50,5,1731769785048.0
50,2,1731769785320.0
50,9,1731769785672.0
50,3,1731769786320.0
50,9,1731769786696.0
50,Enter,1731769787017.0
51,5,1731769788096.0
51,6,1731769788584.0
51,7,1731769788904.0
51,4,1731769789456.0
51,8,1731769789664.0
51,Enter,1731769789984.0
52,3,1731769790928.0
52,6,1731769791264.0
52,9,1731769791560.0
52,8,1731769792216.0
52,7,1731769792432.0
52,Enter,1731769792712.0
53,1,1731769793648.0
53,9,1731769793968.0
53,6,1731769794296.0
53,7,1731769794920.0
53,5,1731769795152.0
53,Enter,1731769795456.0
54,0,1731769796384.0
54,2,1731769796704.0
54,6,1731769797000.0
54,0,1731769797576.0
54,8,1731769798160.0
54,Enter,1731769798456.0
55,7,1731769799544.0
55,3,1731769799960.0
55,6,1731769800216.0
55,5,1731769801136.0
55,4,1731769801376.0
55,Enter,1731769801600.0
56,8,1731769802824.0
56,2,1731769803136.0
56,8,1731769803456.0
56,1,1731769803784.0
56,0,1731769804056.0
56,Enter,1731769804328.0
57,6,1731769805384.0
57,0,1731769805672.0
57,2,1731769805967.0
57,0,1731769806743.0
57,1,1731769807039.0
57,Enter,1731769807272.0
58,0,1731769808319.0
58,8,1731769808639.0
58,0,1731769808975.0
58,9,1731769809480.0
58,7,1731769809703.0
58,Enter,1731769810007.0
59,9,1731769811063.0
59,2,1731769811311.0
59,5,1731769811599.0
59,6,1731769812255.0
59,4,1731769812487.0
59,Enter,1731769812759.0
60,8,1731769813903.0
60,2,1731769814223.0
60,4,1731769814503.0
60,6,1731769815127.0
60,1,1731769815319.0
60,Enter,1731769815503.0
61,0,1731769816511.0
61,9,1731769816791.0
61,1,1731769817055.0
61,0,1731769817519.0
61,4,1731769817903.0
61,Enter,1731769818159.0
62,6,1731769819399.0
62,7,1731769819687.0
62,1,1731769819943.0
62,4,1731769820663.0
62,6,1731769820927.0
62,Enter,1731769821399.0
63,0,1731769822343.0
63,6,1731769822687.0
63,1,1731769822935.0
63,2,1731769823487.0
63,4,1731769823895.0
63,Enter,1731769824128.0
64,3,1731769825087.0
64,8,1731769825367.0
64,2,1731769825673.0
64,7,1731769826943.0
64,8,1731769827103.0
64,Enter,1731769827423.0
65,2,1731769828327.0
65,3,1731769828607.0
65,8,1731769828927.0
65,3,1731769829479.0
65,7,1731769829783.0
65,Enter,1731769830039.0
66,5,1731769831095.0
66,8,1731769831311.0
66,0,1731769831655.0
66,7,1731769832151.0
66,0,1731769832463.0
66,Enter,1731769832639.0
67,5,1731769833839.0
67,2,1731769834079.0
67,5,1731769834383.0
67,3,1731769835039.0
67,5,1731769835295.0
67,Enter,1731769835519.0
68,7,1731769836687.0
68,8,1731769836903.0
68,6,1731769837327.0
68,5,1731769838263.0
68,9,1731769838423.0
68,Enter,1731769838719.0
69,1,1731769839679.0
69,9,1731769840119.0
69,5,1731769840415.0
69,9,1731769841135.0
69,8,1731769841383.0
69,Enter,1731769841687.0
70,2,1731769842759.0
70,5,1731769843063.0
70,6,1731769843351.0
70,8,1731769843855.0
70,7,1731769844079.0
70,Enter,1731769844351.0
71,6,1731769845391.0
71,0,1731769845663.0
71,1,1731769845951.0
71,9,1731769846583.0
71,3,1731769846839.0
71,Enter,1731769847127.0
72,9,1731769848175.0
72,4,1731769848463.0
72,9,1731769848726.0
72,7,1731769849279.0
72,4,1731769849526.0
72,Enter,1731769849774.0
73,7,1731769851014.0
73,4,1731769851326.0
73,3,1731769851670.0
73,6,1731769852502.0
73,5,1731769852702.0
73,Enter,1731769852950.0
74,3,1731769853974.0
74,6,1731769854238.0
74,9,1731769854470.0
74,6,1731769855078.0
74,3,1731769855502.0
74,Enter,1731769855734.0
75,7,1731769856862.0
75,5,1731769857150.0
75,8,1731769857382.0
75,1,1731769857991.0
75,3,1731769858207.0
75,Enter,1731769858454.0
76,5,1731769859974.0
76,3,1731769860270.0
76,4,1731769860558.0
76,2,1731769861070.0
76,0,1731769861294.0
76,Enter,1731769861494.0
77,4,1731769862782.0
77,7,1731769862990.0
77,2,1731769863326.0
77,0,1731769863766.0
77,1,1731769864006.0
77,Enter,1731769864238.0
78,0,1731769865126.0
78,8,1731769865470.0
78,4,1731769865718.0
78,1,1731769866294.0
78,2,1731769866502.0
78,Enter,1731769866742.0
79,9,1731769867774.0
79,2,1731769868038.0
79,9,1731769868294.0
79,0,1731769868646.0
79,1,1731769868862.0
79,Enter,1731769869094.0
80,9,1731769870102.0
80,2,1731769870382.0
80,5,1731769870670.0
80,3,1731769871158.0
80,7,1731769871502.0
80,Enter,1731769871822.0
81,4,1731769873174.0
81,3,1731769873494.0
81,1,1731769873694.0
81,3,1731769874862.0
81,1,1731769875094.0
81,Enter,1731769875358.0
82,3,1731769876438.0
82,0,1731769876654.0
82,3,1731769876942.0
82,0,1731769878350.0
82,7,1731769878646.0
82,Enter,1731769878926.0
83,4,1731769879998.0
83,2,1731769880254.0
83,0,1731769880582.0
83,2,1731769880886.0
83,6,1731769881270.0
83,Enter,1731769881686.0
84,1,1731769882630.0
84,6,1731769882926.0
84,2,1731769883246.0
84,6,1731769884006.0
84,9,1731769884262.0
84,Enter,1731769884566.0
85,4,1731769885737.0
85,9,1731769886150.0
85,5,1731769886454.0
85,2,1731769886878.0
85,3,1731769887062.0
85,Enter,1731769887318.0
86,6,1731769888534.0
86,7,1731769888854.0
86,2,1731769889187.0
86,4,1731769889787.0
86,1,1731769890012.0
86,Enter,1731769890219.0
87,4,1731769891267.0
87,2,1731769891523.0
87,9,1731769891811.0
87,4,1731769892444.0
87,7,1731769892699.0
87,Enter,1731769892996.0
88,0,1731769894083.0
88,4,1731769894355.0
88,9,1731769894643.0
88,7,1731769895251.0
88,5,1731769895523.0
88,Enter,1731769895780.0
89,8,1731769896820.0
89,0,1731769897139.0
89,6,1731769897395.0
89,0,1731769897979.0
89,7,1731769898427.0
89,Enter,1731769898715.0
90,1,1731769900099.0
90,4,1731769900331.0
90,3,1731769900595.0
90,2,1731769901131.0
90,1,1731769901339.0
90,Enter,1731769901587.0
91,3,1731769902699.0
91,8,1731769902979.0
91,2,1731769903283.0
91,6,1731769904107.0
91,8,1731769904371.0
91,Enter,1731769904683.0
92,6,1731769906019.0
92,8,1731769906347.0
92,3,1731769906683.0
92,8,1731769907811.0
92,5,1731769908035.0
92,Enter,1731769908259.0
93,1,1731769909347.0
93,8,1731769909611.0
93,5,1731769909923.0
93,4,1731769910227.0
93,1,1731769910523.0
93,Enter,1731769910803.0
94,9,1731769911771.0
94,1,1731769912099.0
94,7,1731769912395.0
94,3,1731769913035.0
94,5,1731769913275.0
94,Enter,1731769913483.0
95,7,1731769914659.0
95,5,1731769915099.0
95,9,1731769915347.0
95,5,1731769916067.0
95,8,1731769916347.0
95,Enter,1731769916587.0
96,9,1731769917579.0
96,0,1731769917851.0
96,9,1731769918131.0
96,7,1731769918611.0
96,6,1731769919075.0
96,Enter,1731769919283.0
97,1,1731769920267.0
97,7,1731769920603.0
97,8,1731769920867.0
97,0,1731769921339.0
97,8,1731769921627.0
97,Enter,1731769921875.0
98,0,1731769922859.0
98,2,1731769923074.0
98,4,1731769923331.0
98,8,1731769924178.0
98,0,1731769924475.0
98,Enter,1731769924650.0
99,6,1731769925970.0
99,9,1731769926226.0
99,6,1731769926522.0
99,5,1731769927042.0
99,5,1731769927298.0
99,Enter,1731769927562.0
100,7,1731769928634.0
100,1,1731769928898.0
100,7,1731769929162.0
100,2,1731769929514.0
100,7,1731769929843.0
100,Enter,1731769930314.0
101,3,1731769931362.0
101,6,1731769931610.0
101,9,1731769931842.0
101,1,1731769932378.0
101,6,1731769932586.0
101,Enter,1731769932874.0
102,7,1731769933970.0
102,1,1731769934242.0
102,2,1731769934506.0
102,1,1731769934858.0
102,2,1731769935090.0
102,Enter,1731769935346.0
103,5,1731769936500.5
103,2,1731769936756.5
103,3,1731769937020.5
103,2,1731769937340.5
103,9,1731769937612.5
103,Enter,1731769937868.5
104,2,1731769938916.5
104,6,1731769939156.5
104,4,1731769939436.5
104,6,1731769940172.5
104,4,1731769940340.5
104,Enter,1731769940580.5
105,0,1731769941620.5
105,5,1731769941996.5
105,3,1731769942284.5
105,1,1731769942803.5
105,8,1731769943027.5
105,Enter,1731769943299.5
106,3,1731769944283.5
106,1,1731769944516.5
106,4,1731769944755.5
106,5,1731769945115.5
106,4,1731769945771.5
106,Enter,1731769946011.5
107,3,1731769946979.5
107,9,1731769947276.5
107,3,1731769947579.5
107,2,1731769947995.5
107,7,1731769948363.5
107,Enter,1731769948611.5
108,9,1731769949603.5
108,1,1731769949907.5
108,0,1731769950147.5
108,3,1731769950715.5
108,9,1731769950963.5
108,Enter,1731769951227.5
109,4,1731769952275.5
109,5,1731769952499.5
109,8,1731769952747.5
109,9,1731769953371.5
109,4,1731769953763.5
109,Enter,1731769954035.5
110,6,1731769955123.5
110,0,1731769955379.5
110,4,1731769955667.5
110,3,1731769956155.5
110,7,1731769956475.5
110,Enter,1731769956731.5
111,8,1731769957867.5
111,5,1731769958115.5
111,8,1731769958507.5
111,1,1731769959179.5
111,8,1731769959387.5
111,Enter,1731769959691.5
112,2,1731769960651.5
112,8,1731769961059.5
112,9,1731769961243.5
112,8,1731769962099.5
112,4,1731769962395.5
112,Enter,1731769962603.5
113,3,1731769963459.5
113,2,1731769963707.5
113,1,1731769963947.5
113,0,1731769964339.5
113,4,1731769964675.5
113,Enter,1731769964915.5
114,5,1731769966035.5
114,0,1731769966339.5
114,6,1731769966595.5
114,0,1731769967115.5
114,5,1731769967571.5
114,Enter,1731769967859.5
115,9,1731769968891.5
115,5,1731769969187.5
115,8,1731769969435.5
115,6,1731769969963.5
115,1,1731769970202.5
115,Enter,1731769970386.5
116,7,1731769971555.5
116,5,1731769971835.5
116,7,1731769972106.5
116,0,1731769972698.5
116,7,1731769973042.5
116,Enter,1731769973338.5
117,8,1731769974394.5
117,2,1731769974666.5
117,0,1731769974938.5
117,7,1731769975546.5
117,5,1731769975763.5
117,Enter,1731769975994.5
118,3,1731769977074.5
118,0,1731769977290.5
118,9,1731769977603.5
118,6,1731769978122.5
118,0,1731769978354.5
118,Enter,1731769978578.5
119,6,1731769979746.5
119,9,1731769979978.5
119,4,1731769980266.5
119,6,1731769980946.5
119,8,1731769981194.5
119,Enter,1731769981498.5
120,8,1731769982786.5
120,2,1731769983114.5
120,5,1731769983362.5
120,7,1731769984018.5
120,8,1731769984178.5
120,Enter,1731769984482.5
121,6,1731769985610.5
121,2,1731769985914.5
121,0,1731769986218.5
121,2,1731769986738.5
121,7,1731769987002.5
121,Enter,1731769987283.5
122,6,1731769988426.5
122,7,1731769988706.5
122,3,1731769989026.5
122,0,1731769989690.5
122,3,1731769989906.5
122,Enter,1731769990146.5
123,0,1731769991202.5
123,7,1731769991514.5
123,0,1731769991914.5
123,3,1731769992338.5
123,1,1731769992546.5
123,Enter,1731769992890.5
124,4,1731769994312.5
124,3,1731769994570.5
124,2,1731769994834.5
124,1,1731769995218.5
124,6,1731769995778.5
124,Enter,1731769996114.5
125,4,1731769997210.5
125,7,1731769997458.5
125,6,1731769997938.5
125,9,1731769998778.5
125,3,1731769999050.5
125,Enter,1731769999314.5
126,9,1731770000410.5
126,2,1731770000666.5
126,5,1731770000930.5
126,7,1731770001434.5
126,6,1731770002106.5
126,Enter,1731770002314.5
127,1,1731770003370.5
127,6,1731770003634.5
127,3,1731770004130.5
127,6,1731770004682.5
127,7,1731770004914.5
127,Enter,1731770005186.5
128,3,1731770006202.5
128,9,1731770006498.5
128,4,1731770006762.5
128,9,1731770007730.5
128,8,1731770007954.5
128,Enter,1731770008226.5
129,1,1731770009218.5
129,9,1731770009658.5
129,1,1731770009970.5
129,6,1731770010794.5
129,1,1731770010978.5
129,Enter,1731770011186.5
130,3,1731770012042.5
130,1,1731770012290.5
130,3,1731770012554.5
130,7,1731770013042.5
130,3,1731770013290.5
130,Enter,1731770013538.5
131,7,1731770014594.5
131,8,1731770014802.5
131,2,1731770015106.5
131,0,1731770015602.5
131,6,1731770015938.5
131,Enter,1731770016154.5
132,4,1731770017386.5
132,8,1731770017626.5
132,4,1731770017946.5
132,5,1731770018474.5
132,1,1731770018706.5
132,Enter,1731770018922.5
133,2,1731770020074.5
133,9,1731770020322.5
133,8,1731770020554.5
133,0,1731770021058.5
133,4,1731770021426.5
133,Enter,1731770021706.5
134,5,1731770022841.5
134,8,1731770023138.5
134,4,1731770023441.5
134,6,1731770023993.5
134,7,1731770024298.5
134,Enter,1731770024561.5
135,1,1731770025553.5
135,8,1731770025857.5
135,9,1731770026169.5
135,0,1731770026601.5
135,5,1731770026833.5
135,Enter,1731770027074.5
136,0,1731770028066.5
136,9,1731770028393.5
136,5,1731770028658.5
136,0,1731770029393.5
136,2,1731770029609.5
136,Enter,1731770029865.5
137,9,1731770030857.5
137,5,1731770031418.5
137,2,1731770031641.5
137,5,1731770032010.5
137,8,1731770032297.5
137,Enter,1731770032625.5
138,4,1731770033689.5
138,2,1731770033913.5
138,4,1731770034201.5
138,5,1731770034873.5
138,1,1731770035081.5
138,Enter,1731770035281.5
139,9,1731770036289.5
139,8,1731770036905.5
139,5,1731770037169.5
139,0,1731770037569.5
139,4,1731770037841.5
139,Enter,1731770038089.5
140,3,1731770039025.5
140,8,1731770039409.5
140,9,1731770039665.5
140,8,1731770040417.5
140,1,1731770040721.5
140,Enter,1731770040913.5
141,8,1731770042081.5
141,2,1731770042361.5
141,7,1731770042649.5
141,0,1731770043209.5
141,9,1731770043513.5
141,Enter,1731770043761.5
142,4,1731770044761.5
142,1,1731770044985.5
142,5,1731770045217.5
142,0,1731770045553.5
142,7,1731770045937.5
142,Enter,1731770046193.5
143,5,1731770047369.5
143,6,1731770047609.5
143,5,1731770047873.5
143,7,1731770048273.5
143,6,1731770048785.5
143,Enter,1731770049001.5
144,2,1731770049929.5
144,0,1731770050153.5
144,2,1731770050385.5
144,6,1731770050881.5
144,1,1731770051137.5
144,Enter,1731770051377.5
145,6,1731770052521.5
145,2,1731770052737.5
145,7,1731770053009.5
145,2,1731770053529.5
145,7,1731770053817.5
145,Enter,1731770054081.5
146,6,1731770055193.5
146,2,1731770055481.5
146,5,1731770055721.5
146,7,1731770056345.5
146,5,1731770056609.5
146,Enter,1731770056849.5
147,0,1731770057825.5
147,6,1731770058073.5
147,5,1731770058337.5
147,7,1731770059016.5
147,3,1731770059368.5
147,Enter,1731770059624.5
148,7,1731770060976.5
148,2,1731770061296.5
148,1,1731770061528.5
148,0,1731770061992.5
148,8,1731770062273.5
148,Enter,1731770062529.5
149,3,1731770063384.5
149,0,1731770063657.5
149,3,1731770063920.5
149,4,1731770065152.5
149,2,1731770065568.5
149,Enter,1731770065833.5
150,4,1731770066848.5
150,8,1731770067064.5
150,4,1731770067352.5
150,3,1731770067752.5
150,4,1731770068017.5
150,Enter,1731770068264.5
151,9,1731770069344.5
151,5,1731770069608.5
151,1,1731770069880.5
151,0,1731770070360.5
151,3,1731770070777.5
151,Enter,1731770071032.5
152,4,1731770072200.5
152,9,1731770072416.5
152,8,1731770072664.5
152,1,1731770073432.5
152,5,1731770073624.5
152,Enter,1731770073888.5
153,6,1731770075024.5
153,7,1731770075313.5
153,1,1731770075592.5
153,2,1731770075976.5
153,5,1731770076240.5
153,Enter,1731770076472.5
154,1,1731770077408.5
154,2,1731770077656.5
154,0,1731770077912.5
154,5,1731770078440.5
154,3,1731770078672.5
154,Enter,1731770078912.5
155,7,1731770079936.5
155,3,1731770080280.5
155,6,1731770080504.5
155,3,1731770081192.5
155,9,1731770081464.5
155,Enter,1731770081760.5
156,4,1731770082808.5
156,8,1731770083312.5
156,6,1731770083632.5
156,1,1731770084136.5
156,3,1731770084488.5
156,Enter,1731770084720.5
157,9,1731770085728.5
157,4,1731770085992.5
157,9,1731770086192.5
157,8,1731770086928.5
157,9,1731770087104.5
157,Enter,1731770087512.5
158,0,1731770088448.5
158,9,1731770088808.5
158,8,1731770089128.5
158,9,1731770090072.5
158,4,1731770090344.5
158,Enter,1731770090552.5
159,6,1731770091632.5
159,1,1731770091864.5
159,8,1731770092128.5
159,0,1731770092616.5
159,4,1731770092944.5
159,Enter,1731770093160.5
160,2,1731770094064.5
160,3,1731770094312.5
160,5,1731770094560.5
160,2,1731770095112.5
160,1,1731770095312.5
160,Enter,1731770095528.5
161,3,1731770096432.5
161,1,1731770096640.5
161,9,1731770096864.5
161,1,1731770097359.5
161,9,1731770097568.5
161,Enter,1731770097920.5
162,0,1731770098824.5
162,2,1731770099047.5
162,0,1731770099335.5
162,4,1731770099855.5
162,2,1731770100127.5
162,Enter,1731770100359.5
163,7,1731770101399.5
163,9,1731770101639.5
163,7,1731770101871.5
163,6,1731770102471.5
163,1,1731770102727.5
163,Enter,1731770102935.5
164,5,1731770103975.5
164,1,1731770104223.5
164,6,1731770104471.5
164,5,1731770104999.5
164,6,1731770105295.5
164,Enter,1731770105591.5
165,8,1731770106783.5
165,4,1731770107015.5
165,3,1731770107343.5
165,4,1731770108199.5
165,7,1731770108399.5
165,Enter,1731770108671.5
166,9,1731770109679.5
166,4,1731770110023.5
166,7,1731770110255.5
166,8,1731770110847.5
166,9,1731770111031.5
166,Enter,1731770111343.5
167,3,1731770112255.5
167,2,1731770112527.5
167,6,1731770112799.5
167,3,1731770113231.5
167,5,1731770113527.5
167,Enter,1731770113791.5
168,4,1731770114823.5
168,9,1731770115031.5
168,0,1731770115407.5
168,7,1731770115983.5
168,6,1731770116447.5
168,Enter,1731770116687.5
169,2,1731770117735.5
169,8,1731770118047.5
169,5,1731770118319.5
169,8,1731770119167.5
169,0,1731770119455.5
169,Enter,1731770119655.5
170,1,1731770120703.5
170,4,1731770120927.5
170,0,1731770121207.5
170,6,1731770121783.5
170,0,1731770122063.5
170,Enter,1731770122263.5
171,5,1731770123319.5
171,9,1731770123519.5
171,3,1731770123847.5
171,9,1731770124647.5
171,3,1731770124951.5
171,Enter,1731770125183.5
172,6,1731770126255.5
172,3,1731770126510.5
172,2,1731770126774.5
172,5,1731770127558.5
172,7,1731770127814.5
172,Enter,1731770128119.5
173,8,1731770129318.5
173,1,1731770130047.5
173,6,1731770130486.5
173,5,1731770131550.5
173,8,1731770131758.5
173,Enter,1731770132038.5
174,4,1731770133062.5
174,2,1731770133286.5
174,5,1731770133526.5
174,2,1731770134078.5
174,1,1731770134262.5
174,Enter,1731770134438.5
175,5,1731770135462.5
175,1,1731770135686.5
175,0,1731770135966.5
175,8,1731770136606.5
175,9,1731770136782.5
175,Enter,1731770137046.5
176,7,1731770138046.5
176,8,1731770138286.5
176,7,1731770138510.5
176,4,1731770139095.5
176,3,1731770139382.5
176,Enter,1731770139678.5
177,0,1731770140542.5
177,7,1731770140902.5
177,0,1731770141238.5
177,7,1731770141670.5
177,6,1731770142094.5
177,Enter,1731770142302.5
178,4,1731770143518.5
178,6,1731770143742.5
178,4,1731770143990.5
178,2,1731770144798.5
178,3,1731770145030.5
178,Enter,1731770145278.5
179,9,1731770146246.5
179,0,1731770146534.5
179,8,1731770146807.5
179,1,1731770147294.5
179,8,1731770147670.5
179,Enter,1731770147982.5
180,5,1731770148966.5
180,4,1731770149286.5
180,0,1731770149542.5
180,5,1731770150102.5
180,1,1731770150358.5
180,Enter,1731770150582.5
181,5,1731770151630.5
181,6,1731770151910.5
181,4,1731770152166.5
181,2,1731770152702.5
181,5,1731770153070.5
181,Enter,1731770153318.5
182,3,1731770154246.5
182,4,1731770154486.5
182,3,1731770154758.5
182,0,1731770155070.5
182,9,1731770155358.5
182,Enter,1731770155678.5
183,7,1731770156846.5
183,8,1731770157062.5
183,1,1731770157422.5
183,0,1731770157886.5
183,2,1731770158142.5
183,Enter,1731770158414.5
184,5,1731770159526.5
184,4,1731770159758.5
184,9,1731770160030.5
184,1,1731770160526.5
184,6,1731770160790.5
184,Enter,1731770161030.5
185,1,1731770161958.5
185,7,1731770162237.5
185,1,1731770162501.5
185,2,1731770162854.5
185,9,1731770163150.5
185,Enter,1731770163405.5
186,0,1731770164493.5
186,6,1731770164758.5
186,7,1731770165014.5
186,8,1731770165925.5
186,4,1731770166237.5
186,Enter,1731770166501.5
187,2,1731770167429.5
187,0,1731770167653.5
187,2,1731770167885.5
187,8,1731770168381.5
187,2,1731770168661.5
187,Enter,1731770168861.5
188,1,1731770169805.5
188,0,1731770170037.5
188,1,1731770170302.5
188,4,1731770170861.5
